timestamp,world_index,world_index_corrected,orientation_x,orientation_y,orientation_z,orientation_w,orientation_covariance_0,orientation_covariance_1,orientation_covariance_2,orientation_covariance_3,orientation_covariance_4,orientation_covariance_5,orientation_covariance_6,orientation_covariance_7,orientation_covariance_8,angular_velocity_x,angular_velocity_y,angular_velocity_z,angular_covariance_0,angular_covariance_1,angular_covariance_2,angular_covariance_3,angular_covariance_4,angular_covariance_5,angular_covariance_6,angular_covariance_7,angular_covariance_8,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z,linear_covariance_0,linear_covariance_1,linear_covariance_2,linear_covariance_3,linear_covariance_4,linear_covariance_5,linear_covariance_6,linear_covariance_7,linear_covariance_8
0.274509526,8,8,0.71193082,-0.67701789,0.01928756,0.18555124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.062500,1.875000,2.250000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.280273,-0.988770,0.093750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.296527824,9,9,0.71172666,-0.67724200,0.01959217,0.18548472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.687500,1.687500,0.687500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.293945,-1.000977,0.088379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.311358308,9,9,0.71168514,-0.67738265,0.01965374,0.18512359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.250000,1.875000,-1.500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.291992,-0.979004,0.091309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.334418190,10,10,0.71167704,-0.67749701,0.01947041,0.18475526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.312500,1.375000,-2.250000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.283691,-0.979004,0.106445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.348989316,10,10,0.71148749,-0.67773502,0.01928713,0.18463152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.500000,0.437500,0.187500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.265137,-0.974121,0.106934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.371384873,11,11,0.71167788,-0.67749781,0.01940940,0.18475548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.312500,0.187500,1.750000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.271973,-0.984863,0.103027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.394203986,11,11,0.71221554,-0.67687637,0.01965322,0.18493556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.875000,-0.187500,1.625000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.276855,-0.979492,0.099609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.409252306,12,12,0.71252372,-0.67651301,0.01983641,0.18505841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.062500,-0.187500,1.437500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.278320,-0.973145,0.084961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.431967184,13,13,0.71254599,-0.67641209,0.02014221,0.18530835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.562500,0.125000,2.312500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.283203,-0.981445,0.089355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.454484539,13,13,0.71259353,-0.67621616,0.02056908,0.18579312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.625000,-0.125000,3.500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.285645,-0.971191,0.083008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.468986737,14,14,0.71296126,-0.67572931,0.02105741,0.18609870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.750000,0.125000,3.187500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.282227,-0.981934,0.087891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.491416776,14,14,0.71331943,-0.67523341,0.02160649,0.18646281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.062500,0.437500,3.625000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.279785,-0.960938,0.088379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.513929796,15,15,0.71367412,-0.67473423,0.02233856,0.18682601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.000000,0.687500,3.875000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.289551,-0.969238,0.088867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.529208952,15,15,0.71386028,-0.67443195,0.02294900,0.18713198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.437500,1.062500,4.062500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.285645,-0.971191,0.091309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.551560058,16,16,0.71404883,-0.67407088,0.02368159,0.18762169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.687500,0.750000,4.875000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.289062,-0.980957,0.094238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.574042128,17,17,0.71428723,-0.67369926,0.02416968,0.18798639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.812500,0.437500,3.937500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.285645,-0.983398,0.096680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.589385499,17,17,0.71453582,-0.67339829,0.02471914,0.18804859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.000000,1.687500,3.125000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.283203,-0.982910,0.094238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.611430658,18,18,0.71505041,-0.67287372,0.02545250,0.18787240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.000000,2.937500,2.437500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.286621,-0.995117,0.092285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.634422148,18,19,0.71568999,-0.67223346,0.02624481,0.18761991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.750000,3.437500,2.500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.281738,-0.970703,0.084473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.649760829,18,19,0.71611566,-0.67174371,0.02716027,0.18761949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.187500,2.875000,3.187500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.293945,-0.959473,0.087891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.672101119,18,20,0.71599244,-0.67186470,0.02783160,0.18755816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.500000,2.937500,2.500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.286621,-0.945801,0.097168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.693951207,18,20,0.71535104,-0.67262530,0.02795484,0.18726084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.125000,3.000000,0.562500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.291504,-0.980469,0.107422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.709030595,18,21,0.71471745,-0.67339689,0.02807601,0.18688854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.500000,3.062500,0.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.300781,-1.004883,0.114258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.731439052,18,22,0.71472883,-0.67340762,0.02832060,0.18676945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.187500,1.875000,0.187500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.313965,-1.007324,0.120117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.754708876,18,22,0.71553660,-0.67256656,0.02868738,0.18665111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.812500,1.437500,-0.562500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.313965,-0.988281,0.123535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.769345258,18,23,0.71631156,-0.67181675,0.02893078,0.18634110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.250000,1.562500,-1.312500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.296387,-0.951172,0.111328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.791469028,19,23,0.71655909,-0.67157578,0.02917506,0.18621991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.625000,1.375000,-0.375000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.302734,-0.958008,0.110840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.814529393,19,24,0.71631675,-0.67169955,0.02954135,0.18664763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.812500,0.000000,2.125000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.312988,-0.966309,0.101562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.829870738,19,24,0.71637307,-0.67145098,0.02996841,0.18725676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.625000,-1.062500,3.375000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.314453,-0.973633,0.100098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.851527216,19,25,0.71668213,-0.67102737,0.03015168,0.18756295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.687500,-0.750000,2.562500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.285156,-0.965332,0.090332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.875322060,19,26,0.71691824,-0.67089778,0.03009030,0.18713360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.187500,1.187500,-0.500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.279297,-0.978516,0.091309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.889106204,19,26,0.71734524,-0.67065341,0.02990719,0.18640112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.937500,1.875000,-2.187500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.274414,-0.988281,0.106934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.913465315,19,27,0.71747254,-0.67071934,0.02954119,0.18573109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.500000,1.562500,-2.750000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.281738,-0.991211,0.113281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.935380054,19,27,0.71747399,-0.67078173,0.02923607,0.18554836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.500000,-0.312500,-2.437500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.309082,-0.999023,0.117188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.951517265,19,28,0.71783300,-0.67046982,0.02874750,0.18536339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687500,-1.187500,-2.625000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.296387,-0.980957,0.122559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.971377725,19,28,0.71834194,-0.67006185,0.02826003,0.18494146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.687500,-0.562500,-3.812500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.293457,-0.977539,0.122070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.002734061,21,30,0.71857483,-0.66992927,0.02789337,0.18457235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.750000,-0.312500,-3.187500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.291016,-0.965820,0.106445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.009144623,21,30,0.71876205,-0.66974999,0.02777146,0.18451237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.750000,-0.875000,-1.625000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.300293,-0.966309,0.093750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.031644264,21,30,0.71901373,-0.66951287,0.02777175,0.18439223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.062500,0.000000,-0.875000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.288086,-0.957520,0.087891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.053980022,22,31,0.71916022,-0.66941775,0.02795344,0.18413871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000000,1.312500,-0.687500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.291992,-0.948242,0.089844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.068978174,23,32,0.71905663,-0.66961806,0.02819830,0.18377723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.437500,2.375000,-0.687500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.291016,-0.958984,0.094238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.091833745,23,32,0.71895037,-0.66981589,0.02856514,0.18341505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.750000,3.000000,-0.187500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.290527,-0.954102,0.100098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.114230222,24,33,0.71881594,-0.66998748,0.02911397,0.18322879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.312500,3.250000,1.437500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.290527,-0.965820,0.097168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.129567303,24,33,0.71863979,-0.67017707,0.02984668,0.18310849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.500000,3.625000,2.437500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.291016,-0.958496,0.099121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.151513109,25,34,0.71843912,-0.67040484,0.03070044,0.18292091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.000000,4.437500,2.687500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.291016,-0.966797,0.100098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.174042878,26,35,0.71815736,-0.67073187,0.03155595,0.18268273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.750000,5.000000,2.750000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.293457,-0.960938,0.102539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.189182450,26,35,0.71778221,-0.67115078,0.03259317,0.18243631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.187500,5.437500,3.250000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.294434,-0.961426,0.102051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.211400727,27,36,0.71723144,-0.67169875,0.03375279,0.18237491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.562500,5.812500,4.250000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.297363,-0.948730,0.096680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.233909392,28,37,0.71613924,-0.67280345,0.03491278,0.18237655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.000000,6.062500,5.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.304199,-0.957031,0.101074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.249034529,28,37,0.71449572,-0.67439460,0.03595062,0.18274391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.625000,4.812500,5.625000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.323730,-0.975586,0.087891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.278984327,29,38,0.71335216,-0.67551178,0.03680282,0.18291550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.500000,4.562500,4.500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.315918,-0.983887,0.105957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.293967857,29,38,0.71261049,-0.67629329,0.03735483,0.18280672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.000000,4.625000,3.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.304688,-0.989746,0.124023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.309607440,30,39,0.71203594,-0.67687969,0.03771972,0.18280024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.000000,3.250000,2.812500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.292969,-0.976562,0.135254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.332097923,30,39,0.71146837,-0.67741164,0.03771875,0.18303969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.437500,0.812500,2.500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.298828,-0.992188,0.128418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.354092848,31,40,0.71094185,-0.67786059,0.03747582,0.18347280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.687500,-1.375000,2.812500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.295410,-0.994629,0.116699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.369111457,32,41,0.71079546,-0.67783740,0.03710833,0.18419893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.937500,-3.562500,2.375000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.304688,-0.998535,0.113281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.391519028,32,41,0.71112236,-0.67736983,0.03662118,0.18475387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.250000,-4.250000,0.812500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.306152,-0.991211,0.101562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.416407530,33,42,0.71161884,-0.67676727,0.03625539,0.18512222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.500000,-3.437500,0.625000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.297852,-0.973633,0.088867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.428913070,33,42,0.71187207,-0.67640970,0.03607274,0.18549080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.875000,-2.687500,0.687500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.304199,-0.973145,0.074707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.451773167,34,43,0.71189748,-0.67631481,0.03582680,0.18578669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.625000,-2.937500,0.500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.302246,-0.963379,0.061523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.474172747,35,44,0.71166586,-0.67650981,0.03546122,0.18603409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.312500,-2.562500,0.812500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.295410,-0.967285,0.057617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.497334793,35,44,0.71164381,-0.67654688,0.03546317,0.18598325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.937500,-0.562500,0.250000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.291016,-0.953125,0.056641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
