timestamp,world_index,world_index_corrected,confidence,norm_pos_x,norm_pos_y,diameter,method,ellipse_center_x,ellipse_center_y,ellipse_axis_a,ellipse_axis_b,ellipse_angle,diameter_3d,model_confidence,model_id,sphere_center_x,sphere_center_y,sphere_center_z,sphere_radius,circle_3d_center_x,circle_3d_center_y,circle_3d_center_z,circle_3d_normal_x,circle_3d_normal_y,circle_3d_normal_z,circle_3d_radius,theta,phi,projected_sphere_center_x,projected_sphere_center_y,projected_sphere_axis_a,projected_sphere_axis_b,projected_sphere_angle
0.450916,2498,2542,0.067656,0.278863,0.544370,120.361067,3d c++,178.472607,218.702285,74.537451,120.361067,20.181859,4.804565,0.952412,121.000000,1.393259,2.021580,34.012992,12.000000,-5.750122,-0.892599,24.821710,-0.595282,-0.242848,-0.765940,2.402283,1.325495,-2.231474,345.396789,276.850031,437.479892,437.479892,90.000000
0.458974,2498,2542,0.056173,0.292586,0.545229,121.581062,3d c++,187.255356,218.290196,80.302638,121.581062,21.298085,4.794364,0.952412,121.000000,1.393259,2.021580,34.012992,12.000000,-5.334115,-0.900538,24.515431,-0.560615,-0.243510,-0.791463,2.397182,1.324813,-2.187089,345.396789,276.850031,437.479892,437.479892,90.000000
0.470000,2498,2542,0.043220,0.294647,0.544014,122.461111,3d c++,188.573819,218.873387,81.715879,122.461111,21.274938,4.819083,0.952412,121.000000,1.393259,2.021580,34.012992,12.000000,-5.272388,-0.876270,24.464609,-0.555471,-0.241488,-0.795699,2.409542,1.326898,-2.180240,345.396789,276.850031,437.479892,437.479892,90.000000
0.474896,2498,2542,0.056320,0.288161,0.543478,122.013603,3d c++,184.423071,219.130664,79.164301,122.013603,20.711965,4.827661,0.952412,121.000000,1.393259,2.021580,34.012992,12.000000,-5.465715,-0.869753,24.600518,-0.571581,-0.240944,-0.784373,2.413830,1.327457,-2.200533,345.396789,276.850031,437.479892,437.479892,90.000000
0.488447,2498,2542,0.023871,0.354419,0.434092,129.819824,3d c++,226.828066,271.635823,109.787685,129.819824,4.407322,4.827272,0.952412,121.000000,1.393259,2.021580,34.012992,12.000000,-3.561903,1.160929,23.117780,-0.412930,-0.071721,-0.907934,2.413636,1.499014,-1.997636,345.396789,276.850031,437.479892,437.479892,90.000000
0.497939,2498,2542,0.074924,0.329114,0.350007,127.910647,3d c++,210.632780,311.996870,100.693572,127.910647,-12.403164,4.816512,0.952412,121.000000,1.393259,2.021580,34.012992,12.000000,-4.226104,2.727635,23.433566,-0.468280,0.058838,-0.881619,2.408256,1.629668,-2.059060,345.396789,276.850031,437.479892,437.479892,90.000000
0.503674,2498,2542,0.277919,0.348878,0.451946,129.668788,3d c++,223.282108,263.065868,108.069570,129.668788,8.142868,4.842925,0.952379,121.000000,1.393259,2.021580,34.012992,12.000000,-3.710929,0.839577,23.217153,-0.425349,-0.098500,-0.899653,2.421463,1.472136,-2.012442,345.396789,276.850031,437.479892,437.479892,90.000000
0.510895,2498,2542,0.278300,0.344594,0.447819,128.717210,3d c++,220.540048,265.046691,106.366679,128.717210,7.116566,4.816214,0.952224,121.000000,1.393259,2.021580,34.012992,12.000000,-3.820755,0.917173,23.261511,-0.434501,-0.092034,-0.895957,2.408107,1.478632,-2.022338,345.396789,276.850031,437.479892,437.479892,90.000000
0.524926,2498,2542,0.220542,0.335043,0.436039,128.856163,3d c++,214.427443,270.701425,104.313896,128.856163,4.447226,4.841955,0.952038,121.000000,1.393259,2.021580,34.012992,12.000000,-4.070953,1.138010,23.365848,-0.455351,-0.073631,-0.887262,2.420977,1.497099,-2.044955,345.396789,276.850031,437.479892,437.479892,90.000000
0.535872,2498,2542,0.726282,0.339285,0.423316,112.763485,3d c++,217.142676,276.808090,92.498631,112.763485,1.870682,4.222289,0.952020,121.000000,1.393259,2.021580,34.012992,12.000000,-3.931581,1.370451,23.278836,-0.443737,-0.054261,-0.894513,2.111144,1.516509,-2.031291,345.396789,276.850031,437.479892,437.479892,90.000000
0.565125,2498,2542,0.855589,0.334711,0.424384,117.710467,3d c++,214.215181,276.295684,95.449739,117.710467,2.065233,4.419489,0.951906,121.000000,1.393259,2.021580,34.012992,12.000000,-4.060096,1.353709,23.344587,-0.454446,-0.055656,-0.889034,2.209745,1.515112,-2.043339,345.396789,276.850031,437.479892,437.479892,90.000000
0.586791,2498,2542,0.990000,0.329668,0.420382,116.377419,3d c++,210.987832,278.216569,93.216962,116.377419,1.234390,4.381147,0.951341,121.000000,1.393259,2.021580,34.012992,12.000000,-4.192263,1.431216,23.408587,-0.465460,-0.049197,-0.883700,2.190573,1.521579,-2.055589,345.396789,276.850031,437.479892,437.479892,90.000000
0.597106,2498,2542,0.990000,0.324122,0.419380,118.388212,3d c++,207.438392,278.697770,93.431732,118.388212,1.024662,4.471730,0.951076,121.000000,1.393259,2.021580,34.012992,12.000000,-4.344793,1.454196,23.489075,-0.478171,-0.047282,-0.876993,2.235865,1.523497,-2.069977,345.396789,276.850031,437.479892,437.479892,90.000000
0.605909,2498,2542,1.000000,0.322027,0.418122,117.941581,3d c++,206.097556,279.301615,92.555987,117.941581,0.777971,4.460334,0.950767,121.000000,1.393259,2.021580,34.012992,12.000000,-4.400830,1.479320,23.518494,-0.482841,-0.045188,-0.874541,2.230167,1.525593,-2.075256,345.396789,276.850031,437.479892,437.479892,90.000000
0.613472,2498,2542,0.990000,0.318849,0.416377,116.796586,3d c++,204.063459,280.138836,90.860764,116.796586,0.442490,4.425458,0.950515,121.000000,1.393259,2.021580,34.012992,12.000000,-4.485570,1.514636,23.563955,-0.489902,-0.042245,-0.870753,2.212729,1.528538,-2.083276,345.396789,276.850031,437.479892,437.479892,90.000000
0.621894,2498,2542,0.992617,0.316719,0.415000,116.189218,3d c++,202.700051,280.800212,89.843996,116.189218,0.183956,4.408168,0.949989,121.000000,1.393259,2.021580,34.012992,12.000000,-4.542864,1.542240,23.595090,-0.494677,-0.039945,-0.868158,2.204084,1.530841,-2.088714,345.396789,276.850031,437.479892,437.479892,90.000000
0.626931,2498,2542,0.925241,0.311108,0.407601,111.333384,3d c++,199.109002,284.351354,84.699729,111.333384,-1.166638,4.238030,0.949077,121.000000,1.393259,2.021580,34.012992,12.000000,-4.689452,1.685457,23.674344,-0.506893,-0.028010,-0.861554,2.119015,1.542782,-2.102603,345.396789,276.850031,437.479892,437.479892,90.000000
0.643213,2498,2542,0.893565,0.305517,0.407991,111.543462,3d c++,195.531171,284.164119,83.372778,111.543462,-1.060962,4.262615,0.948550,121.000000,1.393259,2.021580,34.012992,12.000000,-4.846025,1.684789,23.768095,-0.519940,-0.028066,-0.853741,2.131307,1.542727,-2.117817,345.396789,276.850031,437.479892,437.479892,90.000000
0.655352,2498,2542,0.982753,0.304375,0.414988,117.361636,3d c++,194.800029,280.805892,87.327930,117.361636,0.194500,4.490472,0.948345,121.000000,1.393259,2.021580,34.012992,12.000000,-4.888484,1.555521,23.799154,-0.523479,-0.038838,-0.851153,2.245236,1.531948,-2.122189,345.396789,276.850031,437.479892,437.479892,90.000000
0.671110,2498,2542,0.990000,0.298907,0.414429,115.276858,3d c++,191.300164,281.074015,84.226461,115.276858,0.098635,4.428067,0.948025,121.000000,1.393259,2.021580,34.012992,12.000000,-5.040233,1.572492,23.893284,-0.536124,-0.037424,-0.843309,2.214033,1.533364,-2.137081,345.396789,276.850031,437.479892,437.479892,90.000000
0.681159,2498,2542,1.000000,0.297237,0.415355,115.441782,3d c++,190.231791,280.629480,83.848719,115.441782,0.260213,4.440183,0.947568,121.000000,1.393259,2.021580,34.012992,12.000000,-5.088447,1.557164,23.924791,-0.540142,-0.038701,-0.840683,2.220092,1.532085,-2.141884,345.396789,276.850031,437.479892,437.479892,90.000000
0.686933,2498,2542,0.981311,0.294162,0.416826,115.073346,3d c++,188.263374,279.923569,82.658745,115.073346,0.511244,4.436742,0.947397,121.000000,1.393259,2.021580,34.012992,12.000000,-5.176657,1.533383,23.983143,-0.547493,-0.040683,-0.835821,2.218371,1.530102,-2.150704,345.396789,276.850031,437.479892,437.479892,90.000000
0.706048,2498,2542,0.349937,0.281754,0.418103,119.995602,3d c++,180.322244,279.310615,81.965270,119.995602,0.717155,4.674454,0.947397,121.000000,1.393259,2.021580,34.012992,12.000000,-5.549652,1.524382,24.238087,-0.578576,-0.041433,-0.814575,2.337227,1.529351,-2.188388,345.396789,276.850031,437.479892,437.479892,90.000000
0.715146,2498,2542,0.990000,0.282165,0.417353,115.558818,3d c++,180.585671,279.670649,79.153070,115.558818,0.589858,4.499355,0.947281,121.000000,1.393259,2.021580,34.012992,12.000000,-5.529466,1.538579,24.223069,-0.576894,-0.040250,-0.815827,2.249677,1.530535,-2.186290,345.396789,276.850031,437.479892,437.479892,90.000000
0.722063,2498,2542,0.904314,0.281180,0.417400,114.793122,3d c++,179.955074,279.647800,78.311883,114.793122,0.595588,4.473252,0.947103,121.000000,1.393259,2.021580,34.012992,12.000000,-5.557578,1.539088,24.242984,-0.579236,-0.040208,-0.814167,2.236626,1.530578,-2.189163,345.396789,276.850031,437.479892,437.479892,90.000000
0.729938,2498,2542,0.921420,0.279646,0.418680,115.130319,3d c++,178.973486,279.033612,78.013107,115.130319,0.800491,4.492713,0.946885,121.000000,1.393259,2.021580,34.012992,12.000000,-5.604404,1.516890,24.277593,-0.583139,-0.042058,-0.811283,2.246356,1.528726,-2.194019,345.396789,276.850031,437.479892,437.479892,90.000000
