timestamp,exec_twist_x,exec_twist_y,exec_twist_z,exec_twist_r,exec_twist_p,exec_twist_yaw,p_goal_0_raw,p_goal_1_raw,p_goal_2_raw,p_goal_0,p_goal_1,p_goal_2
3.310578,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333
3.336880,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333
3.362756,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333
3.387375,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333
3.413172,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333
3.439935,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333
3.468180,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333
3.490377,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333
3.517550,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333
3.542954,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333
3.571202,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333
3.594642,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333
3.620878,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333
3.646555,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333
3.672017,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333
