timestamp,norm_pos_x,norm_pos_y,screen_pos_x,screen_pos_y
43.359309,0.329688,0.415789,422.000458,420.632111
43.395296,0.327728,0.416016,419.492218,420.468781
43.427293,0.325754,0.416029,416.965271,420.458954
43.459284,0.323679,0.416308,414.309662,420.258514
43.495830,0.321710,0.416589,411.788300,420.055817
43.527351,0.319594,0.416996,409.079803,419.763000
43.559325,0.317612,0.417466,406.543976,419.424561
43.595365,0.316140,0.417630,404.659637,419.306183
43.627318,0.314460,0.417540,402.509216,419.370941
43.663280,0.312877,0.417043,400.481934,419.729218
43.695332,0.311380,0.416797,398.566956,419.906403
43.727316,0.310397,0.416447,397.308350,420.158447
43.763349,0.309627,0.416130,396.322693,420.386078
43.795358,0.308988,0.415330,395.504974,420.962189
43.827288,0.308661,0.414690,395.085999,421.423157
43.863307,0.308932,0.413813,395.433380,422.054352
43.895432,0.309451,0.412955,396.097656,422.672729
43.931335,0.310139,0.412206,396.977936,423.211823
43.963295,0.310833,0.410851,397.866180,424.187378
43.995294,0.311394,0.409469,398.583832,425.182617
44.031328,0.311852,0.408267,399.169952,426.047760
44.063383,0.312278,0.407121,399.715637,426.872833
44.099309,0.312701,0.406007,400.256866,427.675293
44.131263,0.313087,0.405378,400.751709,428.128021
44.163304,0.313402,0.405113,401.154846,428.318298
45.773442,0.567466,0.443000,726.356750,401.040222
45.816965,0.572859,0.443672,733.259705,400.556396
45.850205,0.578044,0.444631,739.896912,399.865662
45.879793,0.583071,0.445451,746.330322,399.275604
45.907880,0.587564,0.446626,752.082336,398.428986
45.939267,0.591934,0.447321,757.675964,397.929199
45.975323,0.596382,0.447441,763.368835,397.842255
46.007293,0.600816,0.446773,769.044128,398.323242
46.039276,0.605020,0.445023,774.424988,399.583221
46.075276,0.608983,0.443025,779.498718,401.022156
46.107265,0.612560,0.440544,784.077148,402.808167
46.143305,0.615204,0.438882,787.460754,404.005066
46.175319,0.616839,0.437348,789.553772,405.109558
46.207296,0.617613,0.436194,790.545044,405.940063
46.243328,0.618017,0.435808,791.061768,406.217926
46.275256,0.618103,0.435647,791.171753,406.333832
46.307249,0.618103,0.435836,791.172363,406.197815
46.343347,0.618108,0.436092,791.178162,406.013885
46.375276,0.617904,0.435980,790.917664,406.094086
46.411343,0.618051,0.436003,791.105896,406.077820
46.443301,0.618377,0.435840,791.523071,406.195190
46.475242,0.618724,0.435427,791.966675,406.492401
46.511364,0.618983,0.434924,792.297852,406.854858
46.543269,0.619216,0.434569,792.596558,407.110138
46.575229,0.618979,0.434002,792.292969,407.518646
46.611276,0.618933,0.433299,792.234558,408.024780
46.643287,0.618679,0.432708,791.909485,408.450195
46.679374,0.618400,0.432460,791.551880,408.628815
46.711323,0.617904,0.432255,790.917419,408.776154
46.743311,0.617447,0.432651,790.332092,408.491425
47.919291,0.647237,0.426070,828.463379,413.229431
47.959718,0.648131,0.423560,829.607727,415.036621
47.987876,0.648741,0.421251,830.388245,416.699188
48.019252,0.648715,0.419031,830.355347,418.297913
48.051252,0.648310,0.417076,829.837341,419.705475
48.083210,0.647545,0.414876,828.858093,421.289276
48.119262,0.646489,0.412730,827.505981,422.834167
48.151206,0.645137,0.411067,825.775452,424.031952
48.187284,0.643801,0.409073,824.064758,425.467560
48.219208,0.642332,0.406947,822.184570,426.997833
48.251201,0.640817,0.404661,820.245544,428.644012
48.287223,0.639574,0.402675,818.654175,430.073853
