timestamp,world_index,world_index_corrected,x,y,z
22.722671416,666,681,2.70851312,-0.23558253,-1.43571190
22.729229536,666,681,2.70814771,-0.23502557,-1.43605385
22.751994917,667,682,2.70814771,-0.23502557,-1.43605385
22.774339340,667,682,2.70790020,-0.23512365,-1.43617912
22.789514521,668,683,2.70790020,-0.23512365,-1.43617912
22.812390948,668,683,2.70778136,-0.23559857,-1.43632139
22.835852076,669,684,2.70767925,-0.23553067,-1.43685731
22.849459331,670,685,2.70734887,-0.23618022,-1.43746767
22.872089535,670,685,2.70736483,-0.23601347,-1.43750693
22.894352659,671,686,2.70723095,-0.23627923,-1.43796433
22.909579571,671,686,2.70705315,-0.23632540,-1.43864319
22.934381058,672,687,2.70693493,-0.23680053,-1.43878536
22.954742851,672,687,2.70690632,-0.23679014,-1.43869166
22.969556614,673,688,2.70683055,-0.23690400,-1.43883457
22.991838659,674,689,2.70670770,-0.23714212,-1.43921406
23.014534321,674,689,2.70669866,-0.23775086,-1.43906959
23.037091373,675,690,2.70660281,-0.23762156,-1.43890870
23.060061580,676,691,2.70660281,-0.23762156,-1.43890870
23.074765860,676,691,2.70660281,-0.23762156,-1.43890870
23.097052143,677,692,2.70627288,-0.23759488,-1.43842522
23.112041845,677,692,2.70601768,-0.23755032,-1.43911474
23.134718367,678,693,2.70600181,-0.23771703,-1.43907536
23.157883608,679,694,2.70601768,-0.23755032,-1.43911474
23.172012374,679,694,2.70551989,-0.23784150,-1.43969159
23.195211807,680,695,2.70527554,-0.23804851,-1.43863259
23.217196668,681,696,2.70537998,-0.23794498,-1.43858353
23.231956174,681,696,2.70508164,-0.23863776,-1.43891703
23.254596486,682,697,2.70469929,-0.23870061,-1.43805076
23.276863599,682,697,2.70462153,-0.23860950,-1.43806149
23.293030579,683,698,2.70457351,-0.23910949,-1.43794291
23.314416004,683,698,2.70429007,-0.23895779,-1.43722265
23.337337523,684,699,2.70406012,-0.23851397,-1.43774205
23.351841448,685,700,2.70395435,-0.23899302,-1.43743575
23.374888875,685,700,2.70372669,-0.23865683,-1.43677123
23.397540342,686,701,2.70358374,-0.23857588,-1.43766111
23.412189347,686,701,2.70319449,-0.23907623,-1.43713621
23.434274306,687,702,2.70320528,-0.23904819,-1.43705851
23.456852465,688,703,2.70322138,-0.23888156,-1.43709817
23.472023450,688,703,2.70316569,-0.23914133,-1.43622822
23.494309150,689,704,2.70278459,-0.23875212,-1.43653147
23.516790996,689,704,2.70269460,-0.23923797,-1.43676618
23.531795904,690,705,2.70269460,-0.23923797,-1.43676618
23.555117649,691,706,2.70267652,-0.23919940,-1.43659469
23.577018190,691,706,2.70241488,-0.23949589,-1.43630949
23.595125831,692,707,2.70241488,-0.23949589,-1.43630949
23.615937745,692,707,2.70204465,-0.23907871,-1.43653518
23.636828389,693,708,2.70148150,-0.23935743,-1.43585992
23.651915330,694,709,2.70125589,-0.23922556,-1.43532748
23.675409918,694,709,2.70100669,-0.23904382,-1.43613455
23.697014491,695,710,2.70077035,-0.23969436,-1.43595701
23.712062090,695,710,2.70067818,-0.23864043,-1.43600681
23.734620886,696,711,2.70058799,-0.23912650,-1.43624097
23.757141336,697,712,2.70056995,-0.23908775,-1.43606953
23.771881891,697,712,2.70056995,-0.23908775,-1.43606953
23.794304032,698,713,2.70020703,-0.23931790,-1.43632022
23.816862287,698,713,2.70007352,-0.23890499,-1.43568533
23.831884360,699,714,2.70007352,-0.23890499,-1.43568533
23.855226348,700,715,2.70017832,-0.23880146,-1.43563671
23.877261980,700,715,2.70014936,-0.23879080,-1.43554287
23.894030680,701,716,2.69990209,-0.23888921,-1.43566733
23.914513647,701,716,2.69990209,-0.23888921,-1.43566733
23.936870674,702,717,2.69990209,-0.23888921,-1.43566733
23.952232039,703,718,2.69982450,-0.23879803,-1.43567830
23.974363642,703,718,2.69982450,-0.23879803,-1.43567830
23.997156323,704,719,2.69980651,-0.23875921,-1.43550689
24.011861990,704,719,2.69948692,-0.23862807,-1.43575989
24.034322513,705,720,2.69937145,-0.23883390,-1.43507183
24.057152636,705,720,2.69920412,-0.23854831,-1.43422585
24.071720641,706,721,2.69902537,-0.23839136,-1.43477315
24.094469523,706,721,2.69887386,-0.23803979,-1.43528293
24.117274120,707,722,2.69887386,-0.23803979,-1.43528293
24.132230542,708,723,2.69895141,-0.23813097,-1.43527187
24.154354320,708,723,2.69884489,-0.23802904,-1.43518911
24.177924482,709,724,2.69885595,-0.23800089,-1.43511156
24.191842696,710,725,2.69882698,-0.23799014,-1.43501773
24.214409823,710,725,2.69858154,-0.23771403,-1.43549858
24.237475715,711,726,2.69861194,-0.23833554,-1.43499726
24.252834373,711,726,2.69842909,-0.23763617,-1.43433661
24.274815780,712,727,2.69837418,-0.23802554,-1.43441146
24.297002288,713,728,2.69838528,-0.23799738,-1.43433396
24.313462132,713,728,2.69822269,-0.23767412,-1.43492141
24.334376248,714,729,2.69817898,-0.23803535,-1.43491876
24.365017102,715,730,2.69819008,-0.23800717,-1.43484123
24.379349179,715,730,2.69794960,-0.23817280,-1.43521457
24.394592197,716,731,2.69793169,-0.23813382,-1.43504321
24.417197802,716,731,2.69793169,-0.23813382,-1.43504321
24.439321689,717,732,2.69802552,-0.23805848,-1.43507222
24.458174910,718,733,2.69793010,-0.23792831,-1.43491197
24.477424131,718,733,2.69763947,-0.23780811,-1.43525903
24.499436742,719,734,2.69763947,-0.23780811,-1.43525903
24.516435637,719,734,2.69763947,-0.23780811,-1.43525903
24.537222305,720,735,2.69761046,-0.23779729,-1.43516521
24.559983736,721,736,2.69762159,-0.23776911,-1.43508769
24.574861897,721,736,2.69754407,-0.23767793,-1.43509882
24.597064991,722,737,2.69726937,-0.23797118,-1.43526064
24.619347766,722,737,2.69724034,-0.23796035,-1.43516682
24.641841735,723,738,2.69732900,-0.23802331,-1.43507816
24.665720909,724,739,2.69700734,-0.23826669,-1.43497473
24.680184349,724,739,2.69678081,-0.23792801,-1.43431172
24.694493400,724,739,2.69668549,-0.23779772,-1.43415158
24.717154405,725,740,2.69626387,-0.23818150,-1.43471546
24.739752359,726,741,2.69594271,-0.23849756,-1.43379757
24.754938169,726,742,2.69595914,-0.23833109,-1.43383787
24.777004201,727,743,2.69555026,-0.23889238,-1.43445504
24.799562698,728,744,2.69532369,-0.23855317,-1.43379221
24.815103782,728,744,2.69506264,-0.23905394,-1.43363672
24.837541223,729,745,2.69463852,-0.23988420,-1.43302835
24.860029618,729,745,2.69427078,-0.23956940,-1.43207111
24.874572429,730,746,2.69390998,-0.23942586,-1.43267823
24.896972420,731,747,2.69348442,-0.24015392,-1.43325407
24.920051166,731,747,2.69283520,-0.24255405,-1.43286518
24.935039416,732,748,2.69260348,-0.24716539,-1.42987048
24.957047385,732,748,2.69464535,-0.25581569,-1.42642162
24.979397938,733,749,2.69800961,-0.26631706,-1.42819085
24.994558720,734,750,2.70012532,-0.27183986,-1.43222114
25.017914948,734,750,2.70328829,-0.27860406,-1.43684906
25.048346537,735,751,2.70751694,-0.28901464,-1.44002777
25.054189269,735,751,2.70873934,-0.29609106,-1.44190786
25.078667483,736,752,2.70497075,-0.29628783,-1.44419605
25.099248590,737,753,2.69935355,-0.29647973,-1.44547184
25.114395948,737,753,2.69554734,-0.29873824,-1.44646676
25.137110813,738,754,2.69308199,-0.30298289,-1.44809967
25.159534743,738,754,2.69066122,-0.30576571,-1.45124460
25.175658227,739,755,2.68787936,-0.30651561,-1.45373581
25.196948351,740,756,2.68620744,-0.30661865,-1.45351899
25.219451586,740,756,2.68510051,-0.30812881,-1.44992167
25.234173566,741,757,2.68412826,-0.30862115,-1.44613982
25.257093216,741,757,2.68334265,-0.30673962,-1.44305511
25.280196694,742,758,2.68246381,-0.30396689,-1.44134240
25.294775252,742,758,2.68185741,-0.30119341,-1.44262958
25.317041048,743,759,2.68262450,-0.30022667,-1.44182632
25.339390057,744,760,2.68458571,-0.30199888,-1.44064822
25.357243541,744,760,2.68603403,-0.30358888,-1.43952121
25.384737512,745,761,2.68691379,-0.30371737,-1.43838443
25.400003601,746,762,2.68712046,-0.30395341,-1.43773244
25.414535320,746,762,2.68699473,-0.30354753,-1.43673378
25.437332726,747,763,2.68733024,-0.30450028,-1.43656269
25.459505334,747,763,2.68793093,-0.30693923,-1.43526974
25.474416180,748,764,2.68800775,-0.30802352,-1.43484151
25.497437281,749,765,2.68752794,-0.30883930,-1.43456463
25.519416511,749,765,2.68721708,-0.30967497,-1.43385962
25.534531153,750,766,2.68678050,-0.31132888,-1.43284725
25.557388078,750,766,2.68622206,-0.31322417,-1.43130540
25.579430156,751,767,2.68519795,-0.31480455,-1.43047577
25.594214758,752,768,2.68477070,-0.31611310,-1.43035285
25.619820090,752,768,2.68485945,-0.31754901,-1.42912366
25.639775474,753,769,2.68481498,-0.31808994,-1.42826423
25.654214796,753,769,2.68466418,-0.31793393,-1.42926498
25.676929450,754,770,2.68400761,-0.31821300,-1.42979877
25.700876867,754,770,2.68336693,-0.31925949,-1.42889066
25.721846055,755,771,2.68282856,-0.32022979,-1.42846860
25.737079835,755,771,2.68286012,-0.32047600,-1.42877376
25.759587997,756,772,2.68263237,-0.32043715,-1.42946171
25.781966281,757,773,2.68287826,-0.32130077,-1.42884559
25.797588996,757,773,2.68385965,-0.32358873,-1.42720518
25.819419415,758,774,2.68460164,-0.32510001,-1.42822793
25.842218938,759,775,2.68502845,-0.32603887,-1.42915419
25.856814492,759,775,2.68532522,-0.32599427,-1.42885742
25.879771260,760,776,2.68540451,-0.32581851,-1.42810876
25.909953074,761,777,2.68506346,-0.32603660,-1.42700223
25.917091519,761,777,2.68455657,-0.32701473,-1.42667511
25.939428148,762,778,2.68451887,-0.32823444,-1.42681703
25.962151882,762,778,2.68511575,-0.32874849,-1.42742954
25.977050556,763,779,2.68609896,-0.32966158,-1.42693845
26.001016530,764,780,2.68719622,-0.32971403,-1.42703731
26.022919597,764,780,2.68803794,-0.33010300,-1.42700580
26.037050769,765,781,2.68864133,-0.32977418,-1.42665717
26.059721456,765,781,2.68866878,-0.32957667,-1.42662203
26.090165674,766,782,2.68855693,-0.32947731,-1.42653325
26.097864000,766,782,2.68865382,-0.32940393,-1.42656754
26.119251040,767,783,2.68859983,-0.32872936,-1.42726172
26.142199681,768,784,2.68859983,-0.32872936,-1.42726172
26.157194086,768,784,2.68856558,-0.32872165,-1.42716488
26.188078961,769,785,2.68773758,-0.32874326,-1.42746073
26.202060829,770,786,2.68675751,-0.32818562,-1.42669862
26.217088046,770,786,2.68675751,-0.32818562,-1.42669862
26.255263324,771,787,2.68663583,-0.32827711,-1.42755260
26.262237009,771,787,2.68648753,-0.32829918,-1.42770090
26.276985069,772,788,2.68650535,-0.32837194,-1.42795282
26.299284275,772,788,2.68640855,-0.32844537,-1.42791851
26.322095307,773,789,2.68640855,-0.32844537,-1.42791851
26.337251644,774,790,2.68654447,-0.32879366,-1.42785947
26.367172470,775,791,2.68651836,-0.32875337,-1.42768509
26.382304637,775,791,2.68653761,-0.32858833,-1.42772765
26.397047861,775,791,2.68630011,-0.32789957,-1.42794259
26.420108701,776,792,2.68574078,-0.32804558,-1.42744574
26.450283854,777,793,2.68531769,-0.32856919,-1.42742077
26.473139671,778,794,2.68468123,-0.32865290,-1.42746323
26.479385315,778,794,2.68387750,-0.32787440,-1.42651910
26.502179431,779,795,2.68301677,-0.32762020,-1.42597844
26.517199308,779,795,2.68276971,-0.32795387,-1.42630109
26.539694682,780,796,2.68252031,-0.32849558,-1.42630122
26.564732486,780,796,2.68273245,-0.32890533,-1.42570166
26.586056485,781,797,2.68273245,-0.32890533,-1.42570166
26.599923775,781,797,2.68246424,-0.32964218,-1.42618998
26.621990146,782,798,2.68209425,-0.33059967,-1.42525809
26.636841330,783,799,2.68264176,-0.33177008,-1.42354480
26.659694411,783,799,2.68396652,-0.33227809,-1.42276563
26.682042266,784,800,2.68531781,-0.33247283,-1.42341577
26.697160429,784,800,2.68594813,-0.33218498,-1.42324291
26.727784908,785,801,2.68636624,-0.33286032,-1.42297662
26.743787219,786,802,2.68712115,-0.33432827,-1.42213029
26.756940717,786,802,2.68878842,-0.33583715,-1.42090604
26.780107364,787,803,2.69051171,-0.33707033,-1.42128774
26.802287758,787,803,2.69176781,-0.33757470,-1.42211781
26.817644857,788,804,2.69247928,-0.33881124,-1.42231378
26.839987387,789,805,2.69316811,-0.33996973,-1.42045847
26.861964080,789,805,2.69393231,-0.34122142,-1.41859571
26.877858496,790,806,2.69502307,-0.34247683,-1.41841355
26.900051552,790,806,2.69644182,-0.34375786,-1.41864533
26.924963364,791,807,2.69801440,-0.34480751,-1.41905368
26.936919997,792,808,2.69896570,-0.34413831,-1.42083027
26.959946470,792,808,2.69758464,-0.34369594,-1.42031599
26.991267973,793,809,2.69502211,-0.34565384,-1.41468738
26.997094136,793,809,2.69387285,-0.34710467,-1.41151026
27.021377699,794,810,2.69355882,-0.34782271,-1.41406252
27.042078284,795,811,2.69397471,-0.34651473,-1.41589516
27.064571252,795,811,2.69430114,-0.34704535,-1.41457468
27.080195640,796,812,2.69480197,-0.34824841,-1.41330183
27.102438134,797,813,2.69557301,-0.34857814,-1.41381940
27.132783776,797,813,2.69622476,-0.34896739,-1.41466017
27.139586705,798,814,2.69675094,-0.34938915,-1.41529086
27.162223655,798,814,2.69708955,-0.35039013,-1.41484807
27.184369985,799,815,2.69742731,-0.35097611,-1.41459509
27.201191571,799,815,2.69783481,-0.35127217,-1.41460212
27.222647886,800,816,2.69808737,-0.35114654,-1.41441255
27.244711705,801,817,2.69805925,-0.35110697,-1.41423705
27.259787514,801,817,2.69767285,-0.35088344,-1.41448284
27.282487194,802,818,2.69744838,-0.35104873,-1.41484792
27.304445813,802,818,2.69708321,-0.35077845,-1.41412496
27.327391699,803,819,2.69657057,-0.35035042,-1.41394988
27.342273233,804,820,2.69579125,-0.35023989,-1.41445563
27.366046646,804,820,2.69546791,-0.34946215,-1.41421826
27.379272231,805,821,2.69546791,-0.34946215,-1.41421826
27.409766363,806,822,2.69543295,-0.34921782,-1.41390988
27.424637073,806,822,2.69543295,-0.34921782,-1.41390988
27.439675426,807,823,2.69540506,-0.34917803,-1.41373454
27.462153580,807,823,2.69534236,-0.34889387,-1.41325088
27.484523804,808,824,2.69511151,-0.34920946,-1.41268223
27.499416939,808,824,2.69511151,-0.34920946,-1.41268223
27.530878410,809,825,2.69523087,-0.34831972,-1.41273975
27.544595207,810,826,2.69512349,-0.34700319,-1.41375233
27.559393109,810,826,2.69503976,-0.34513424,-1.41552972
27.581799451,811,827,2.69569898,-0.34200318,-1.41604904
27.604762451,811,827,2.69663003,-0.34156395,-1.42019295
27.620320207,812,828,2.69638019,-0.34091412,-1.42182669
27.641860324,813,829,2.69460261,-0.33837649,-1.42084285
27.664583262,813,829,2.69063836,-0.33527086,-1.41797365
27.686801031,814,830,2.68774947,-0.33188827,-1.41870672
27.701850609,814,830,2.68441855,-0.32960837,-1.41918898
27.724722033,815,831,2.67783984,-0.32930158,-1.41248479
27.739543213,815,831,2.67317340,-0.32552728,-1.40663609
27.762069487,816,832,2.67083251,-0.32171658,-1.40617573
27.784843579,817,833,2.66866835,-0.31744238,-1.40884271
27.807370017,818,834,2.66425869,-0.31196320,-1.40954721
27.825152829,818,834,2.65867149,-0.30757245,-1.40563973
27.845055913,818,834,2.65385464,-0.30426908,-1.39989930
27.859504145,819,835,2.65018197,-0.30092205,-1.39761843
27.882450331,819,835,2.64672096,-0.29730898,-1.39950775
27.904457463,820,836,2.64349227,-0.29311305,-1.40079341
27.919758696,821,837,2.63859196,-0.29044346,-1.39752997
27.944863484,822,838,2.63251424,-0.28703359,-1.39265418
27.964536698,822,838,2.62603957,-0.28269087,-1.39005804
27.980766475,823,839,2.62072562,-0.27717307,-1.38954399
28.001945481,823,839,2.61768941,-0.27262569,-1.39122220
28.035641378,824,840,2.61669081,-0.26909370,-1.39115025
28.047412724,825,841,2.61667713,-0.26489886,-1.39069364
28.062136338,825,841,2.61702894,-0.26076195,-1.39253630
28.084635026,826,842,2.61873689,-0.25811702,-1.39498209
28.099426101,826,842,2.62116029,-0.25538283,-1.39935094
28.122057163,827,843,2.62461018,-0.25241799,-1.40374866
28.144684616,828,844,2.62841814,-0.25049060,-1.40609783
28.162257393,828,844,2.63032236,-0.24983823,-1.40565573
28.182199725,829,845,2.63017650,-0.24840857,-1.40539160
28.204702744,829,845,2.62898770,-0.24653035,-1.40680953
28.221791862,830,846,2.62788522,-0.24521018,-1.40863104
28.243365417,831,847,2.62794962,-0.24444223,-1.40983578
28.264654323,831,847,2.62866586,-0.24397123,-1.41069623
28.282101084,832,848,2.62967647,-0.24291768,-1.41202265
28.301878729,832,848,2.63017107,-0.24243690,-1.41366723
28.324593895,833,849,2.63057616,-0.24217973,-1.41577040
28.341614148,833,849,2.63077574,-0.24251877,-1.41813346
28.362221068,834,850,2.63057318,-0.24326004,-1.41970563
28.384333723,835,851,2.63053738,-0.24338024,-1.41948963
28.407661635,835,851,2.63076344,-0.24400509,-1.41862784
28.421949347,836,852,2.63056613,-0.24617982,-1.41873607
28.445839918,837,853,2.62971888,-0.24773948,-1.41648482
28.467368253,837,853,2.62893442,-0.24982724,-1.41409120
28.481923767,838,854,2.62777900,-0.25308941,-1.41222956
28.504449823,838,854,2.62504196,-0.25722718,-1.40907231
28.526913963,839,855,2.62020551,-0.26214301,-1.40364636
28.542702947,839,855,2.61440143,-0.26663825,-1.39932846
28.564498104,840,856,2.60814357,-0.27280882,-1.39424487
28.586932418,841,857,2.60370171,-0.27941079,-1.38728766
28.601806376,841,857,2.59844424,-0.28442547,-1.38043004
28.631862482,842,858,2.59244383,-0.28889798,-1.37692056
28.647294991,843,859,2.58558140,-0.29509406,-1.37116236
28.664843927,843,859,2.57774991,-0.30142823,-1.36148787
28.685040950,844,860,2.56782678,-0.30415898,-1.35273492
28.706968478,844,860,2.55787414,-0.30528017,-1.34725193
28.722087906,845,861,2.54844379,-0.30617859,-1.34163161
28.744531025,846,862,2.54034845,-0.30646792,-1.33689241
28.767091357,846,862,2.53240122,-0.30880666,-1.32947280
28.781800040,847,863,2.52772951,-0.31279747,-1.32256106
28.804965068,847,863,2.52544066,-0.31381999,-1.32066812
28.826922514,848,864,2.52453967,-0.31177643,-1.32273689
28.850116189,848,864,2.52403425,-0.31106245,-1.32269970
28.864372808,849,865,2.52339750,-0.31267530,-1.31825650
28.887124931,850,866,2.52124292,-0.31368264,-1.31510738
28.905278341,850,866,2.51876571,-0.31355798,-1.31502644
28.931866708,851,867,2.51877841,-0.31258222,-1.31609509
28.946991284,851,867,2.51963646,-0.31280613,-1.31784362
28.961824333,852,868,2.51960636,-0.31296614,-1.31778582
28.992689219,853,869,2.51960636,-0.31296614,-1.31778582
29.007809707,853,869,2.52087014,-0.31320741,-1.32070945
29.029609631,854,870,2.52231524,-0.31460881,-1.32373469
29.052132931,855,871,2.52284105,-0.31538862,-1.32468157
29.067027781,855,871,2.52313911,-0.31581986,-1.32477558
29.081966127,856,872,2.52422060,-0.31635147,-1.32692639
29.106768262,856,872,2.52684734,-0.31718027,-1.32899687
29.128621580,857,873,2.53129122,-0.31816841,-1.33037632
29.143341290,857,873,2.53772733,-0.31884309,-1.33297710
29.164511411,858,874,2.54571911,-0.31905236,-1.33786974
29.194584626,859,875,2.55632054,-0.32052844,-1.34568229
29.203879444,859,875,2.56953669,-0.32270917,-1.35441104
29.224622024,860,876,2.58444600,-0.32396328,-1.36456180
29.249006436,860,876,2.59948736,-0.32522140,-1.37578932
29.269483221,861,877,2.61351646,-0.32540754,-1.38864343
29.284479608,862,878,2.62458250,-0.32581109,-1.39974468
29.310063521,862,878,2.63167804,-0.32736961,-1.40778167
29.332899148,863,879,2.63573826,-0.32875405,-1.41457327
29.344622756,863,879,2.63927507,-0.32942972,-1.42091778
29.367141595,864,880,2.64338643,-0.32936824,-1.42755898
29.383962957,865,881,2.64907183,-0.32831882,-1.43573346
29.405724063,865,881,2.65644619,-0.32663039,-1.44417453
29.435057525,866,882,2.66506361,-0.32531114,-1.45280486
29.449416073,867,883,2.67463253,-0.32429474,-1.46212459
29.465329567,867,883,2.68376987,-0.32315003,-1.47118733
29.495326876,868,884,2.69113426,-0.32132664,-1.47917668
29.510168027,868,884,2.69694917,-0.31902165,-1.48573186
29.524498569,869,885,2.70149656,-0.31728168,-1.49120258
29.547178390,869,885,2.70448845,-0.31625987,-1.49471395
29.569706876,870,886,2.70563796,-0.31596241,-1.49828458
29.584573994,871,887,2.70582611,-0.31512687,-1.50065266
29.607100980,871,887,2.70652096,-0.31385481,-1.50266619
29.623905957,872,888,2.70825373,-0.31320165,-1.50587233
29.644430350,872,888,2.71001285,-0.31255720,-1.50872065
29.667399278,873,889,2.71160295,-0.31182856,-1.50994863
29.683690235,874,890,2.71367092,-0.31141725,-1.51145043
29.704360825,874,890,2.71486662,-0.31237380,-1.51259584
29.727424975,875,891,2.71553070,-0.31293717,-1.51311657
29.749813205,875,891,2.71556330,-0.31294294,-1.51320955
29.764814916,876,892,2.71556330,-0.31294294,-1.51320955
29.787300242,877,893,2.71527382,-0.31283821,-1.51309612
29.809406708,877,893,2.71474969,-0.31239276,-1.51185753
29.824411741,878,894,2.71445787,-0.31240097,-1.51109281
29.847456299,878,894,2.71442526,-0.31239509,-1.51099976
29.870089848,879,895,2.71443647,-0.31222867,-1.51103856
29.886086873,880,896,2.71460661,-0.31275333,-1.51059269
29.906838692,880,896,2.71398379,-0.31279421,-1.50905174
29.930173472,881,897,2.71306642,-0.31286381,-1.50727674
29.946266376,881,897,2.71258104,-0.31266465,-1.50590058
29.966801024,882,898,2.71237066,-0.31276000,-1.50512956
29.992510780,883,899,2.71237066,-0.31276000,-1.50512956
30.005234738,883,899,2.71201718,-0.31274593,-1.50462760
30.028673923,884,900,2.71185545,-0.31292367,-1.50375682
30.049755346,884,900,2.71185545,-0.31292367,-1.50375682
30.065886459,885,901,2.71089866,-0.31276323,-1.50265155
30.087050295,886,902,2.70986165,-0.31203120,-1.50210838
30.111014704,886,902,2.70923370,-0.31211307,-1.50162895
30.127403044,887,903,2.70869453,-0.31185868,-1.50043501
30.146796688,887,904,2.70793977,-0.31174443,-1.49953170
30.169747509,888,905,2.70746704,-0.31176794,-1.49882255
30.185915755,888,905,2.70718134,-0.31163675,-1.49817906
30.206796349,889,906,2.70734760,-0.31216091,-1.49773037
30.230105937,890,907,2.70732752,-0.31279874,-1.49570485
30.253724373,890,907,2.70741642,-0.31454606,-1.49380375
30.266881585,891,908,2.70694109,-0.31629808,-1.49279063
30.290015695,891,908,2.70665423,-0.31821769,-1.49087532
30.306675966,892,909,2.70624195,-0.32083681,-1.48967304
30.326806307,892,909,2.70522650,-0.32351431,-1.48754653
30.359607729,894,911,2.70389983,-0.32622187,-1.48472801
30.366475127,894,911,2.70250133,-0.32925124,-1.48172749
30.387596643,895,912,2.70098173,-0.33156776,-1.47877410
30.417500971,895,912,2.69999598,-0.33274831,-1.47725039
30.426393915,896,913,2.69928232,-0.33447231,-1.47609499
30.447118366,896,913,2.69766182,-0.33608350,-1.47282781
30.469528052,897,914,2.69578670,-0.33684499,-1.46934957
30.486863239,898,915,2.69529652,-0.33880755,-1.46763255
30.507091875,898,915,2.69326748,-0.34119674,-1.46553097
30.529516520,899,916,2.68911409,-0.34388799,-1.45999111
30.546234999,899,916,2.68471845,-0.34573642,-1.45522017
30.567384934,900,917,2.68098827,-0.34679225,-1.45174345
30.590148175,901,918,2.67760440,-0.34780460,-1.44770601
30.606430841,901,918,2.67402981,-0.34951523,-1.44165087
30.634225766,902,919,2.66998752,-0.35173164,-1.43464094
30.649378260,902,919,2.66558220,-0.35326535,-1.42807993
30.666309870,903,920,2.66127914,-0.35343475,-1.42421707
30.694586547,904,921,2.65704656,-0.35323210,-1.42000921
30.709806185,904,921,2.65269263,-0.35424201,-1.41410114
30.733886512,905,922,2.64807667,-0.35597506,-1.40829868
30.749080465,905,922,2.64435145,-0.35697406,-1.40348600
30.769440570,906,923,2.64038893,-0.35829645,-1.39862007
30.786757150,906,923,2.63563843,-0.36011039,-1.39335786
30.807561744,907,924,2.63024828,-0.36045155,-1.38754096
30.829449127,908,925,2.62539059,-0.35985178,-1.38298783
30.846129537,908,925,2.62096334,-0.36057004,-1.37787781
30.874518770,909,926,2.61664489,-0.36158032,-1.37297499
30.889866347,909,926,2.61166190,-0.36316489,-1.36820083
30.906370529,910,927,2.60614795,-0.36403760,-1.36378455
30.926996954,911,928,2.60081391,-0.36256601,-1.35990040
30.949565859,911,928,2.59545819,-0.36055302,-1.35508122
30.967272306,912,929,2.59056650,-0.35864256,-1.35070237
30.986807033,912,929,2.58627791,-0.35651018,-1.34779486
31.009938324,913,930,2.58334077,-0.35599594,-1.34650784
31.026286726,914,931,2.58103917,-0.35559767,-1.34559989
31.050476579,914,931,2.57853830,-0.35524462,-1.34481109
31.069712214,915,932,2.57611695,-0.35491641,-1.34422386
31.099580887,916,933,2.57251631,-0.35509558,-1.34257894
31.109101506,916,933,2.56805711,-0.35555615,-1.33993874
31.137134617,917,934,2.56379955,-0.35569190,-1.33807584
31.152349628,917,934,2.55986643,-0.35491783,-1.33620049
31.168692778,918,935,2.55654494,-0.35361158,-1.33425697
31.192674695,919,936,2.55355540,-0.35281659,-1.33341395
31.212090041,919,936,2.55086175,-0.35239509,-1.33325549
31.229133013,920,937,2.54856219,-0.35185767,-1.33284547
31.250263825,920,937,2.54689060,-0.35166206,-1.33292488
31.272391504,921,938,2.54578310,-0.35113941,-1.33294894
31.289309873,921,938,2.54528894,-0.35106240,-1.33405975
31.309440717,922,939,2.54488682,-0.35082881,-1.33496972
31.331813464,922,939,2.54563908,-0.34990261,-1.33644190
31.350245198,923,940,2.54650336,-0.34938832,-1.33835269
31.369633016,924,941,2.54796724,-0.34849416,-1.33977748
31.399632886,925,942,2.55010374,-0.34744103,-1.34175508
31.416145020,925,942,2.55222815,-0.34680986,-1.34396013
31.431267497,926,943,2.55463838,-0.34678943,-1.34593025
31.452197561,926,943,2.55744318,-0.34610185,-1.34820182
31.469449155,927,944,2.56051573,-0.34491443,-1.35058769
31.489446302,927,944,2.56380701,-0.34363633,-1.35321848
31.520013181,928,945,2.56684403,-0.34265521,-1.35606864
31.528592392,929,946,2.56972057,-0.34130378,-1.35889855
31.550313010,929,946,2.57213642,-0.33917992,-1.36205027
31.572936637,930,947,2.57339069,-0.33782168,-1.36628242
31.588426301,930,947,2.57371413,-0.33689647,-1.36818015
31.610466931,931,948,2.57426533,-0.33533641,-1.36977244
31.631855041,932,949,2.57440369,-0.33410461,-1.37327713
31.648695026,932,949,2.57312715,-0.33371497,-1.37478931
31.669492587,933,950,2.57169294,-0.33284974,-1.37522929
31.693497209,933,950,2.56970536,-0.33195792,-1.37602882
31.716167090,934,951,2.56785392,-0.33070594,-1.37778764
31.730434788,935,952,2.56508538,-0.33036907,-1.37872458
31.751734522,935,952,2.56289020,-0.32901984,-1.37917325
31.776145009,936,953,2.56081145,-0.32714017,-1.37935714
31.789393967,936,953,2.55847260,-0.32560513,-1.38058138
31.811802481,937,954,2.55638901,-0.32342607,-1.38041330
31.828334805,938,955,2.55476323,-0.32264467,-1.37952504
31.851293664,938,955,2.55324352,-0.32224534,-1.37936265
31.872029278,939,956,2.55123305,-0.32094911,-1.38030502
31.888759647,939,956,2.54799782,-0.32013705,-1.37958130
31.910539904,940,957,2.54426152,-0.31845284,-1.37694292
31.932125971,941,958,2.54072162,-0.31653239,-1.37414821
31.949267359,941,958,2.53744693,-0.31581534,-1.37321238
31.974184473,942,959,2.53504133,-0.31563809,-1.37299647
31.992652242,942,959,2.53360979,-0.31499426,-1.37357963
32.009174811,943,960,2.53256287,-0.31434802,-1.37377897
