timestamp,world_index,world_index_corrected,mico_joint_1_pos,mico_joint_2_pos,mico_joint_3_pos,mico_joint_4_pos,mico_joint_5_pos,mico_joint_6_pos,mico_joint_finger_1_pos,mico_joint_finger_2_pos,mico_joint_1_vel,mico_joint_2_vel,mico_joint_3_vel,mico_joint_4_vel,mico_joint_5_vel,mico_joint_6_vel,mico_joint_finger_1_vel,mico_joint_finger_2_vel,mico_joint_1_eff,mico_joint_2_eff,mico_joint_3_eff,mico_joint_4_eff,mico_joint_5_eff,mico_joint_6_eff,mico_joint_finger_1_eff,mico_joint_finger_2_eff
0.833948311,19,25,-1.212747,-1.346534,-0.560174,-2.247905,0.750888,4.505329,0.947333,0.939556,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.164432,-6.254770,4.824132,0.741138,0.225832,-0.128433,0.000000,0.000000
0.846257887,19,25,-1.212747,-1.346534,-0.560174,-2.247905,0.750888,4.505329,0.947333,0.939556,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032632,-5.937287,4.954791,0.446550,0.252653,-0.318043,0.000000,0.000000
0.858151413,19,25,-1.212747,-1.346534,-0.560174,-2.247905,0.750888,4.505329,0.947333,0.939556,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.326377,-6.274569,4.962232,0.518021,0.044365,-0.082415,0.000000,0.000000
0.870504068,19,26,-1.212747,-1.346534,-0.560174,-2.247905,0.750888,4.505329,0.947333,0.939556,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.239195,-6.221736,5.127495,0.681587,0.168535,-0.319933,0.000000,0.000000
0.881941393,19,26,-1.212747,-1.346534,-0.560174,-2.247905,0.750888,4.505329,0.947333,0.939556,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.402927,-6.378850,4.998473,0.669440,0.106457,-0.310395,0.000000,0.000000
0.894496541,19,26,-1.212747,-1.346534,-0.560174,-2.247905,0.750888,4.505329,0.947333,0.939556,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.373311,-6.267144,5.039470,0.593153,0.045370,-0.196369,0.000000,0.000000
0.906224232,19,27,-1.212747,-1.346534,-0.560174,-2.247905,0.750888,4.505329,0.947333,0.939556,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.461135,-5.800242,5.116703,0.595903,0.139503,-0.096854,0.000000,0.000000
0.918707632,19,27,-1.212747,-1.346534,-0.560174,-2.247905,0.750888,4.505329,0.947333,0.939556,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.185880,-6.395411,5.216925,0.520876,-0.047370,-0.150155,0.000000,0.000000
0.930404596,19,27,-1.212747,-1.346534,-0.560174,-2.247905,0.750888,4.505329,0.947333,0.939556,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.401007,-6.328652,4.695904,0.361614,0.035152,-0.097639,0.000000,0.000000
0.941898751,19,28,-1.212747,-1.346534,-0.560174,-2.247905,0.750888,4.505329,0.947333,0.939556,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.132895,-6.173359,4.992757,0.743990,0.133801,-0.178160,0.000000,0.000000
0.954716456,19,28,-1.212747,-1.346534,-0.560174,-2.247905,0.750888,4.505329,0.947333,0.939556,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.389587,-6.466462,5.128139,0.748086,-0.043438,-0.154014,0.000000,0.000000
0.965877432,19,28,-1.212747,-1.346534,-0.560174,-2.247905,0.750888,4.505329,0.947333,0.939556,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.026504,-6.484483,5.196754,0.440632,0.232958,-0.241390,0.000000,0.000000
0.978219564,20,29,-1.212747,-1.346534,-0.560174,-2.247905,0.750888,4.505329,0.947333,0.939556,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.052743,-6.134615,5.121780,0.384594,0.183313,-0.180635,0.000000,0.000000
0.990015017,20,29,-1.212747,-1.346534,-0.560174,-2.247905,0.750888,4.505329,0.947333,0.939556,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.030245,-6.352748,4.718510,0.740308,0.064381,-0.397944,0.000000,0.000000
1.002262182,21,30,-1.212747,-1.346534,-0.560174,-2.247905,0.750888,4.505329,0.947333,0.939556,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.252806,-6.494755,4.738232,0.691216,0.140673,-0.173231,0.000000,0.000000
1.014036320,21,30,-1.212747,-1.346534,-0.560174,-2.247905,0.750888,4.505329,0.947333,0.939556,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.160143,-6.083324,4.566335,0.552334,0.206593,-0.194181,0.000000,0.000000
1.026479085,21,30,-1.212747,-1.346534,-0.560174,-2.247905,0.750888,4.505329,0.947333,0.939556,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.552890,-6.129539,5.042195,0.721160,0.112515,-0.009450,0.000000,0.000000
