timestamp,world_index,world_index_corrected,confidence,norm_pos_x,norm_pos_y,diameter,method,ellipse_center_x,ellipse_center_y,ellipse_axis_a,ellipse_axis_b,ellipse_angle,diameter_3d,model_confidence,model_id,sphere_center_x,sphere_center_y,sphere_center_z,sphere_radius,circle_3d_center_x,circle_3d_center_y,circle_3d_center_z,circle_3d_normal_x,circle_3d_normal_y,circle_3d_normal_z,circle_3d_radius,theta,phi,projected_sphere_center_x,projected_sphere_center_y,projected_sphere_axis_a,projected_sphere_axis_b,projected_sphere_angle
-3.127592,0,0,1.000000,0.260894,0.546130,122.895557,3d c++,166.971849,217.857833,67.281413,122.895557,21.494002,5.197642,0.796858,23.000000,1.074755,2.350308,34.937585,12.000000,-6.583940,-0.986866,26.323198,-0.638225,-0.278098,-0.717866,2.598821,1.288983,-2.297533,339.072522,281.708413,425.902361,425.902361,90.000000
-3.119602,0,0,1.000000,0.260835,0.545981,122.952795,3d c++,166.934164,217.929323,67.303718,122.952795,21.469619,5.200128,0.797194,23.000000,1.074755,2.350308,34.937585,12.000000,-6.585740,-0.983855,26.323633,-0.638375,-0.277847,-0.717829,2.600064,1.289244,-2.297675,339.072522,281.708413,425.902361,425.902361,90.000000
-3.111547,0,0,1.000000,0.260786,0.546011,122.973054,3d c++,166.903301,217.914857,67.286341,122.973054,21.470356,5.201343,0.797490,23.000000,1.074755,2.350308,34.937585,12.000000,-6.587525,-0.984548,26.325489,-0.638523,-0.277905,-0.717675,2.600671,1.289184,-2.297898,339.072522,281.708413,425.902361,425.902361,90.000000
-3.103560,0,0,1.000000,0.260753,0.546051,123.195626,3d c++,166.882163,217.895425,67.379820,123.195626,21.473816,5.211082,0.797879,23.000000,1.074755,2.350308,34.937585,12.000000,-6.589191,-0.985612,26.327384,-0.638662,-0.277993,-0.717517,2.605541,1.289092,-2.298115,339.072522,281.708413,425.902361,425.902361,90.000000
-3.092717,0,0,1.000000,0.260802,0.546096,123.304346,3d c++,166.913140,217.873789,67.453449,123.304346,21.483499,5.215499,0.798289,23.000000,1.074755,2.350308,34.937585,12.000000,-6.587824,-0.986599,26.326549,-0.638548,-0.278076,-0.717586,2.607749,1.289006,-2.297978,339.072522,281.708413,425.902361,425.902361,90.000000
-3.081347,0,0,1.000000,0.260745,0.546050,123.281200,3d c++,166.877099,217.896102,67.420516,123.281200,21.473170,5.214763,0.798597,23.000000,1.074755,2.350308,34.937585,12.000000,-6.589626,-0.985662,26.327790,-0.638698,-0.277998,-0.717483,2.607382,1.289088,-2.298167,339.072522,281.708413,425.902361,425.902361,90.000000
-3.077202,0,0,1.000000,0.260797,0.545959,123.466014,3d c++,166.909891,217.939449,67.554497,123.466014,21.464691,5.222121,0.799218,23.000000,1.074755,2.350308,34.937585,12.000000,-6.587983,-0.983877,26.325637,-0.638561,-0.277849,-0.717662,2.611060,1.289242,-2.297936,339.072522,281.708413,425.902361,425.902361,90.000000
-3.071616,0,0,1.000000,0.260752,0.545913,123.292421,3d c++,166.881024,217.961756,67.449008,123.292421,21.454973,5.214925,0.799526,23.000000,1.074755,2.350308,34.937585,12.000000,-6.589109,-0.982804,26.326223,-0.638655,-0.277759,-0.717613,2.607463,1.289335,-2.298043,339.072522,281.708413,425.902361,425.902361,90.000000
-3.063564,0,0,1.000000,0.260779,0.546016,123.297310,3d c++,166.898294,217.912521,67.450033,123.297310,21.470859,5.215177,0.799868,23.000000,1.074755,2.350308,34.937585,12.000000,-6.588424,-0.984928,26.326436,-0.638598,-0.277936,-0.717596,2.607588,1.289151,-2.298011,339.072522,281.708413,425.902361,425.902361,90.000000
-3.051517,0,0,1.000000,0.260764,0.545836,123.509047,3d c++,166.889245,217.998645,67.578721,123.509047,21.445661,5.223895,0.800166,23.000000,1.074755,2.350308,34.937585,12.000000,-6.588893,-0.981365,26.325474,-0.638637,-0.277639,-0.717676,2.611947,1.289460,-2.297986,339.072522,281.708413,425.902361,425.902361,90.000000
-3.043559,0,0,1.000000,0.260770,0.545864,123.709521,3d c++,166.893094,217.985130,67.681588,123.709521,21.450165,5.232433,0.800562,23.000000,1.074755,2.350308,34.937585,12.000000,-6.589133,-0.982115,26.325978,-0.638657,-0.277702,-0.717634,2.616217,1.289395,-2.298030,339.072522,281.708413,425.902361,425.902361,90.000000
-3.035606,0,0,1.000000,0.260865,0.545884,123.490162,3d c++,166.953679,217.975610,67.611443,123.490162,21.459265,5.222577,0.801284,23.000000,1.074755,2.350308,34.937585,12.000000,-6.585474,-0.982256,26.322778,-0.638352,-0.277714,-0.717901,2.611289,1.289383,-2.297609,339.072522,281.708413,425.902361,425.902361,90.000000
